cafe_id,사업장명,카페이름,별점,방문자리뷰수,블로그리뷰수,주소,영업시간,전화번호,설명,메뉴,키워드,위도,경도,beverage,dessert,various_menu,special_menu,large_store,background,parking,talking,concentration,trendy_store,low_price,high_price,gift_packaging,common_keywords
726,본리동 블루웨이샐러드 달서본리점,블루웨이샐러드 달서본리점,0.0,4,7,대구 달서구 장기로 196 1층,"08:00 - 21:00
20:30 라스트오더",0507-1397-2256,"**[2월24일 open]** 건강한 라이프 스타일을 함께 만들어 가는 곳, 안녕하세요! 블루웨이 달서본리점입니다.",업데이트 예정,{},35.8436713,128.5390014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,성당동 나눔카페,나눔카페,0.0,6,1,대구 달서구 장기로17길 37,,,NO INFO,업데이트 예정,{},35.8417117,128.5509831,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,본리동 젤로,젤로커피&눈꽃빙수,0.0,4,1,대구 달서구 장기로38길 16 1층,,010-7934-3651,"빙수맛집&커피맛집 으로 소문난 곳, 젤로카페입니다.",업데이트 예정,{},35.8442505,128.5396625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,용산2동 커피하리,커피하리,0.0,8,1,대구 달서구 장산2길 39-7,,,NO INFO,업데이트 예정,{},35.8560453,128.5248435,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,용산2동 퓨로쥬스 대구용산점,퓨로쥬스 대구용산점,4.22,26,0,대구 달서구 장산남로 21 법조빌딩 1층 102호,08:00 - 21:00,0507-1421-6171,NO INFO,업데이트 예정,{},35.8516228,128.5279391,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,월성2동 빠다롤더테라스,빠다롤 더 테라스,4.43,3529,405,대구 달서구 조암남로14길 42,09:00 - 23:00,053-644-2025,대구 대표 빵집 '빠다롤 뺑 프랑스'의 2호점입니다. 카페 메뉴와 함께 빠다롤을 즐길 수 있는 베이커리 카페입니다.,업데이트 예정,{},35.8226513,128.5256258,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,월성2동 프라우송,프라우송 신월성,4.74,334,204,대구 달서구 조암로 38 엘리바덴 상가 1층,10:00 - 20:00,0507-1311-5506,"신월성 엘리바덴 건물 1층에 위치한 프라우송에 서는 유기농 밀가루, 유기농 비정제 설탕, 유지방 82%(유크림 99.99%, 젖산균 0.001%)이상...",업데이트 예정,{},35.8249907,128.5258587,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,월성1동 소리제이,소리J 라이브,4.57,31,0,대구 달서구 조암로 62,,053-588-5955,NO INFO,업데이트 예정,{},35.8238268,128.5234194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,월성2동 보키네강아지,보키네강아지,4.15,47,4165,대구 달서구 조암로6길 6-34,,053-644-9557,NO INFO,업데이트 예정,{},35.8262231,128.52852,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,죽전동 무인카페온 감삼43-2점,무인카페온 감삼43-2점,0.0,2,1,대구 달서구 죽전3길 4,,,NO INFO,업데이트 예정,{},35.8538511,128.5406116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,유천동 윈지,카페 윈지,0.0,8,5,대구 달서구 진천로 117 104호 카페 윈지 진천점,,0507-1475-1369,안녕하세요 행복을 구워내는 작은 디저트카페입니다,업데이트 예정,{},35.8187339,128.5213576,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,진천동 라뜰리에,애견카페 라뜰리에,0.0,5,3,대구 달서구 진천로 78 2층,정기휴무 (매주 금요일),0507-1422-1175,보호자와 반려동물에게 최고의 휴식공간을 제공하기 위해 최선을 다하고 있습니다,업데이트 예정,{},35.8154224,128.5237902,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,두류1동 빈스커피,빈스커피,0.0,2,1,대구 달서구 파도고개로 242,,,NO INFO,업데이트 예정,{},35.8593437,128.5649656,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,진천동 안지아로,안지아로,4.6,38,51,대구 달서구 한실로6길 136 DS타워 4층,,053-652-5959,대구수목원 후문에 위치해 실내 테라스에서 숲을 바라보며 힐링할 수 있는 소형견(10kg이하) 전 용 놀이터입니다. 안지아로는 청결합니다....,업데이트 예정,{},35.795603,128.5290226,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,진천동 도그플레이스,도그플레이스,4.63,162,62,대구 달서구 한실로6길 155,"애견카페 09:00 - 21:00
반려견유치원/호텔 08:00 - 23:00",0507-1376-0927,"반려견호텔 전문 애견카페, 도그플레이스입니다.

+ 150평 규모의 마당과 테라스가 있는 카페
+ 삼필산 아래 자연친화적인 공간
+ 친구들이 많아서 사회성 기르기에 최고인 공간
+ 실내와 마당을 자유롭게 사용하도록
+ 절대 가둬두지 않는 호텔링
+ 반려견 없이 오셔도 외롭지않아요.
 장기위탁 환영합니다.

강아지를 존중하는 분이라면, 입장가능

반려견을 위한 공간 , 도그플레이스 입니다.

<도그플레이스 호텔/유치원>

평일/주말/공휴일 무관 연중무휴!
전문가가 아이들과 함께
청결하고 위생적인 공간운영
100%예약제 운영으로
견종특성 및 아이들마다의 성격 맞춤 케어 제공
유리장에 가두지 않는 자유로운 생활!
자연친화적인 공간 실외 마당, 테라스를 자유롭게
생활 사진/영상제공",업데이트 예정,{},35.7937378,128.5298752,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,가창면 666DOGPLAY,666도그플레이,0.0,168,84,대구 달성군 가창면 가창동로 395 666도그플레이,,0507-1398-0666,2000평규모로 소형견존과 대형견존이 확실히 나뉘어져 있는 애견카페입니다. 셀프목욕시설은 따로 예약없이 오셔서 결정해 주시면 되시고 샴푸 타올등 목욕시설이 구비되어 있습니다. 파티룸예약은 반나절(5시간) 종일(10시간) 으로 바베큐이용도 가능하십니다.,업데이트 예정,{},35.7709896,128.6673468,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,가창면 갤러리아르떼카페,갤러리아르떼카페,0.0,2,2,대구 달성군 가창면 가창로176길 21,,,NO INFO,업데이트 예정,{},35.7890054,128.6352451,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846,가창면 발넷이야,발넷이야,4.51,346,231,대구 달성군 가창면 가창로176길 33,,053-761-7979,"프리미엄 애견센터, 애견카페, 애견호텔, 애견유치원, 애견훈련소, 애견훈련사 상주, 애견유치원 픽업운영",업데이트 예정,{},35.7890948,128.6339361,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,가창면 마메종,마메종,0.0,1,1,대구 달성군 가창면 가창로93길 8,,,NO INFO,업데이트 예정,{},35.7541752,128.6483855,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,가창면 파르크우록,파르크우록,0.0,123,210,대구 달성군 가창면 우록길 155-10 파르크우록,,053-766-1100,NO INFO,업데이트 예정,{},35.724457,128.6534115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873,구지면 헤이데어,헤이데어,0.0,7,5,대구 달성군 구지면 국가산단대로61길 36,10:00 - 19:00,0507-1334-3241,NO INFO,업데이트 예정,{},35.6581955,128.4132358,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876,구지면 쿠잉버터,쿠잉버터,5.0,11,0,대구 달성군 구지면 국가산단대로66길 58 1층 103호,,0507-1346-2864,NO INFO,업데이트 예정,{},35.659389,128.4168431,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879,구지면 엘리시아,엘리시아,0.0,12,4,대구 달성군 구지면 국가산단북로 225,08:30 - 23:00,0507-1443-7739,NO INFO,업데이트 예정,{},35.6641828,128.4136968,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880,구지면 하이멍뭉,하이멍뭉,0.0,10,10,대구 달성군 구지면 국가산단북로31길 50 하이멍뭉,,0507-1363-3722,"실내외 700평대 애견카페/애견호텔/애견유치원
소형견/대형견분리 운동장 사람이 24시간 상주하며 케어하는 호텔링 댕댕이들의 지상낙원
대운동장,소운동장 유동적사용",업데이트 예정,{},35.6647697,128.4105768,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882,구지면 카페몽글다,몽글다,0.0,27,5,대구 달성군 구지면 국가산단북로60길 59,09:00 - 20:00,0507-1423-3332,"유기농밀가루, 유기농비정제설탕, 우리쌀, 무항생제란 디저트",업데이트 예정,{},35.6581987,128.4198523,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891,논공읍 메르헨카페,메르헨카페,4.61,468,236,대구 달성군 논공읍 성산로 1281 1층,,053-214-4017,NO INFO,업데이트 예정,{},35.7615648,128.3980063,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909,다사읍 리비아쿠아,리비아쿠아,0.0,1,45,대구 달성군 다사읍 대실역남로2길 20-13 리비아쿠아,14:00 - 22:00,0507-1310-5474,리비아쿠아 & 카페 5월5일 정식오픈!! 물멍하며 코나커피 한잔! 저녁엔 맥주한잔! 키우기 쉬운 물고기 메다카 송사리 구경은 덤!,업데이트 예정,{},35.85172379999999,128.4684563,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911,다사읍 시오케키,시오케키,0.0,6,11,대구 달성군 다사읍 대실역남로4길 4-21 1층,,010-2546-7511,"대구 레터링,커스텀 케이크 주문제작 전문 케이크집입니다:)

주문/문의는 카카오톡 채널 시오케키(siokeki)로 연락 부탁드리겠습니다.
채널 검색명 :시오케이크",업데이트 예정,{},35.8499904,128.46632,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922,다사읍 동그라운드,동그라운드,0.0,108,83,대구 달성군 다사읍 문양역5길 104-5 1층,,0507-1396-1512,"-대구 최초 대형견.소형견 분리(10kg기준) 1400평가량 야외천연잔디운동장 동그라운드 입니다 !!

-야외 음식 반입 가능하시니 마음껏 이용해주시고 분리수거 뒷정리만 꼭 부탁드립니다

-오픈시간 : 11시 ~22시 (last order : 19시)
19시이후 운동장입장만 가능합니다.(커피주문x)
19시이전에 문의 부탁드립니다!

-12세 이하 어린이는 애견동반 시 입장가능합니다.
동그라운드는 반려견이 우선인 공간이므로 어린이 동반 입장시 보호자의 지도 부탁드립니다.

-카페에서 운동장까지 차량1분거리입니다.

-우천시 휴무 입니다

동그라운드 놀이방 운영!
매주 목요일 정기휴무 대관문의 받습니다!",업데이트 예정,{},35.8741356,128.4369985,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925,다사읍 아이조아 펫파크 대구점,아이조아펫파크 대구점,0.0,53,31,대구 달성군 다사읍 서재로 57-6 1층 아이조아펫파크,12:00 - 20:00,0507-1458-7012,"대구시 다사 서재에 위치한 350평규모에 애견카 페, 애견운동장, 애견수영장으로 오픈하여 운영 중인 아이조아펫파크는 온전히 반려견을 ...",업데이트 예정,{},35.869248,128.4954597,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,다사읍 커피멍,커피멍,0.0,197,153,대구 달성군 다사읍 서재본길 15 제이빌딩 3층,11:00 - 22:00,053-261-3000,"13kg이하 중소형견만 입장가능 (대구최대규모실내)
만13세미만 반려견동반시에만 입장가능(미동반시입장X)
냄새걱정없는 대형실내애견카페(100평)
(관절걱정없는 디팡매트존)
야외 루프탑(120평)코오롱인조잔디 운동장
문의전화 053-261-3000",업데이트 예정,{},35.87169160000001,128.4955004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
942,논공읍 여우와늑대,여우와늑대,3.94,26,0,대구 달성군 옥포읍 교항제림길 10,,,NO INFO,업데이트 예정,{},35.7901158,128.442486,0,0,0,0,0,0,0,0,0,0,0,0,0,0
947,논공읍 카페구슬이네,카페구슬이네,0.0,6,2,대구 달성군 옥포읍 돌미로 6,08:00 - 22:00,,NO INFO,업데이트 예정,{},35.7812638,128.4353871,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,옥포읍 커피연구공간,커피연구공간,0.0,2,3,대구 달성군 옥포읍 돌미로2길 18,,053-616-6336,사회적기업 (주)이야기가있는집의 지점인 로스터리카페 커피연구공간 입니다,업데이트 예정,{},35.7779233,128.4375308,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951,논공읍 나우커피 대구달성옥포점,나우커피 대구달성옥포점,0.0,9,4,대구 달성군 옥포읍 돌미로6길 5,00:00 - 24:00,0507-1395-9986,NO INFO,업데이트 예정,{},35.7812705,128.4481456,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952,옥포읍 스프링캔 대구옥포점,스프링캔 대구옥포점,0.0,6,11,대구 달성군 옥포읍 돌미상업로1길 13 1층,10:00 - 22:00,0507-1314-7630,"디저트 카페 스프링캔입니다. Orange is the new black! 힙하고, 깜찍하고, 맛있어요~!",업데이트 예정,{},35.7818062,128.4403297,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955,옥포읍 엘씨로스팅랩,엘씨로스팅랩,0.0,7,2,대구 달성군 옥포읍 비슬로447길 41 105호,,010-5930-8029,"옥포 미진이지비아 앞
로스터리카페 & 빈투바 초콜릿 매장입니다.
* 약 1달간 외부 일정으로 인해 매주 목~토요일만 영업합니다.(6월2째주까지 예정중)",업데이트 예정,{},35.7933458,128.4659749,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,유가읍 마루스테이,마루스테이,4.25,13,20,대구 달성군 유가읍 유가사길 87 마루스테이,"10:00 - 18:00
17:00 라스트오더",010-6402-6657,아담한 계곡과 녹음이 무성한 프레쉬 카페 마루 스테이 8월 8일 마루스테이 카페 리오픈 합니다! 공백 기간이 길었습니다 짙은 녹음을 감상...,업데이트 예정,{},35.7120583,128.4976523,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961,유가읍 마이 리틀 차차,마이리틀차차,0.0,23,8,대구 달성군 유가읍 테크노공원로 51 1층 104호,12:00 - 20:00,010-3126-2216,"안녕하세요 마리차(마이리틀차차)입니다:)
댕댕이들을 위한 소중한 간식을 책임지고있어 최대한 무항생제, 무농약, 유기농 위주로 만들고있어요!
수제케이크는 알러지가 있는 친구들을 위해 기본 고구마 및 단호박 베이스로 만들고 있습니다:)

케이크 예약은 최소 3일전에 연락주셔야 가능합니다!

텍폴은 간식류 3만원이상 구매 시 저녁8시 이후 문고리 해드립니다!

(거리에 따라 추가금액이 발생할수도 있어요.ex 구지, 고령, 현풍)",업데이트 예정,{},35.6919768,128.457318,0,0,0,0,0,0,0,0,0,0,0,0,0,0
962,유가읍 갓샐러드,갓샐러드 테크노폴리스점,4.68,47,16,대구 달성군 유가읍 테크노공원로 51 1층 갓샐러드,11:00 - 20:00,0507-1367-1705,샐러드.토스트.음료를 판매하고있습니다. 맞은편에는 공원이있어서 뷰도좋습니다:),업데이트 예정,{},35.6919768,128.457318,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974,유가읍 레이카페앤쿡,레이카페앤쿡,4.59,140,0,대구 달성군 유가읍 테크노상업로 120,,053-614-5749,NO INFO,업데이트 예정,{},35.6930323,128.4614347,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978,유가읍 아이방방,아이방방,0.0,9,2,대구 달성군 유가읍 테크노상업로 98 비슬타워 901호,,010-5885-5771,"우리 아이들이 즐겁고 안전하게 뛰어놀수있는 실내 놀이터입니다~
5세이상 이용가능합니다 :)
단체예약 문의 환영합니다~ 언제든 연락주세요~",업데이트 예정,{},35.6931102,128.4601424,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982,유가읍 아라남,아라남,0.0,39,12,대구 달성군 유가읍 테크노순환로10길 94,,010-4469-3538,NO INFO,업데이트 예정,{},35.6851491,128.4769805,0,0,0,0,0,0,0,0,0,0,0,0,0,0
984,유가읍 나우커피 대구테크노폴리스점,나우커피 대구테크노폴리스점,0.0,10,3,대구 달성군 유가읍 테크노순환로12길 4 1층 105호 나우커피,,010-2888-4459,"<나우커피 이용방법>

1. 메뉴선택하기(중복가능)
2. 결제하기 버튼 누르기
3. 신용카드결제 버튼 누르기(삼성페이O, 카카오페이X, 대구행복페이X)
4. 오른쪽에 컵투출구에서 컵꺼내기
5. 아이스음료는 맨오른쪽 얼음받기(자동멈춤)
6. 커피종류, 초코종류는 노란색 원위에 컵 올려두기
7. 에이드종류는 맨 왼쪽 불빛따라 컵만 올려두기

*초록깜빡이 따라 이용해주세요*

- 외부음식, 술 등 X
- 1인 1주문 부탁드립니다
- 24시간 운영
- 반려동물 출입X
- 이용 후 셀프 정리 부탁드립니다",업데이트 예정,{},35.6931785,128.4687716,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,유가읍 설렘 테크노점,설렘 테크노점,0.0,9,3,대구 달성군 유가읍 테크노중앙대로 326-42,,,NO INFO,업데이트 예정,{},35.6991293,128.4585698,0,0,0,0,0,0,0,0,0,0,0,0,0,0
993,유가읍 모멘트핸드드립카페,모멘트,0.0,1,3,대구 달성군 유가읍 테크노중앙대로6길 15-11,,053-633-2890,NO INFO,업데이트 예정,{},35.6982944,128.4587983,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995,유가읍 청하다,청하다,0.0,5,16,대구 달성군 유가읍 테크노중앙대로6길 16-6 103호 청하다,,0507-1330-1022,"청하다는 건강한 단맛을 추구하여 어디에서 보지 못한 직접 개발한 메뉴를 선보입니다.
소량생산을 위주로 신선한 제품을 만듭니다. 
모든 제품은 진공이 잡혀 나가며 오픈 후 4주 이내 섭취바랍니다.
모든 제품은 로슈거, 넌슈거 제품입니다.
바리스타 자격증을 가진 주인장이 스페셜티로 내려드리는 핸드드립과
셀프핸드드립도 가능한 카페입니다.",업데이트 예정,{},35.6971403,128.4583038,0,0,0,0,0,0,0,0,0,0,0,0,0,0
997,유가읍 유가양과점,유가양과점,4.83,45,11,대구 달성군 유가읍 현풍로47길 5-22,11:00 - 17:00,010-9411-5796,현풍 테크노폴리스 구움과자 휘낭시에/스콘/바스크치즈케이크/테린느,업데이트 예정,{},35.6996018,128.4623219,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,유가읍 찻집하다,찻집하다,0.0,4,50,대구 달성군 유가읍 현풍로47길 68,11:00 - 21:00,053-611-5920,"꽃차 허브차 수제청에이드 도자기 핸드메이드
찻집하다
그 해 수확한 햇곶감만 판매합니다
곶감에 감성을 더 하다
곶감하다",업데이트 예정,{},35.7008562,128.4655673,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,현풍읍 비슬홍차,비슬홍차,4.53,22,0,대구 달성군 현풍읍 비슬로134길 125 101호,,0507-1339-0570,"안녕하세요 비슬홍차입니다.
매장에서 직접만드는 홍차액기스로 만든 홍차 밀크티로 시작해서
현재는 눈꽃빙수 및 다양한간식을 테이크아웃 배달카페 전문점으로 운영중입니다.
배달의 민족에서 쉽게 만나 뵐수있습니다. 운영시간중 전화 주문 및 문의는 받지 못할수가 있습니다.",업데이트 예정,{},35.6968497,128.4446055,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,구지면 이리와,이리와애견카페,0.0,78,88,대구 달성군 현풍읍 테크노대로 61 3층 메가타워 301호,,0507-1315-4396,"안녕하세요:)
반려견을 우선으로 생각하는 '이리와' 입니다.

-영업시간
평일

놀이방 09:00 - 20:00
카페 11:00 - 20:00

주말

놀이방/카페 11:00 - 20:00

- 호텔 및 돌봄놀이방(한달반) 정기권 상시 모집중 -

-중.소형견(~15KG) 전용 애견카페입니다.
-반려견 없이도 입장 가능합니다
-방문 전 '이용안내 및 주의사항' 확인 후 방문 부탁드립니다.

넓은 실내공간과 야외테라스에서 뛰어놀 댕댕이들~
-위치 : 대구 달성군 현풍읍 테크노대로61 3층 이리와",업데이트 예정,{},35.6895941,128.4521988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,구지면 제이에이치커피,JH커피아카데미학원,0.0,9,3,대구 달성군 현풍읍 테크노상업로 40 월드프라자 7층 702호,00:00 - 24:00,053-616-7525,"안녕하세요. 대구 달성군 교육청인증 1호 바리스타 학원 제이에이치커피아카데미 입니다.
현재 달성군 1호 바리스타 국비학원으로 선정되어 많은분들이 교육을 받고 있습니다.
공식인증 지정 시험장으로, 본 학원에서 필기 및 실기 시험이 진행 됩니다.",업데이트 예정,{},35.6922465,128.4528373,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,구지면 청담 테크노점,청담커피 테크노점,0.0,6,3,대구 달성군 현풍읍 테크노상업로 48 . 1층 106호,"08:00 - 20:00
19:30 라스트오더",0507-1375-3971,"2023년5월 청담커피 새로운 스타트

음료1+디저트1
세트메뉴 다양화
ex) 생크림커피콩빵10개+아메리카노1

패스오더 5프로적립
당근마켓 단골10프로 전메뉴쿠폰
배달의민족 배달비지원 대기중~

High Quality & Low Price
커피의 가격은 합리적으로!!
그러나 커피의 품질에는 타협하지 않는 그리고 센스있는 공간, 문화가 있는 청담커피입니다.",업데이트 예정,{},35.692795,128.4536081,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,현풍읍 모모,모모,0.0,10,8,대구 달성군 현풍읍 테크노상업로2길 8-7 ECH건물 5층,16:00 - 24:00,0507-1460-0161,"사랑하는 반려동물과 함께 즐거운 시간을 가지세요. 260평대 실내외. 저녁에는 포차, 바베큐, 식사와 각종 음료와 주류. 프라이빗하게 단독으로 즐길 수 있는 테라스는 저렴한 금액으로
 시간제 대관가능합니다.",업데이트 예정,{},35.6912907,128.4527813,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,현풍읍 커피왕가,커피왕가,0.0,6,3,대구 달성군 현풍읍 테크노중앙대로5길 16-8 경남빌 1층,10:00 - 21:00,053-614-1580,NO INFO,업데이트 예정,{},35.6982414,128.4542139,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029,현풍읍 나우커피 현풍점,나우커피현풍점,0.0,4,1,대구 달성군 현풍읍 하리 137-2,00:00 - 24:00,,NO INFO,업데이트 예정,{},35.6946563,128.4438795,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,구지면 현풍카페 이주연에스테틱,이주연에스테틱 족욕현풍카페,0.0,1,11,대구 달성군 현풍읍 현풍중앙로 105 1층,10:00 - 22:00,0507-1351-3146,"예약문의01036823146

예약예치금 10000원 있으세요
농협 이주연(아좀쉬자)
3521623579873",업데이트 예정,{},35.6980895,128.4411626,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1045,화원읍 나우커피,나우커피 대구화원점,0.0,13,2,대구 달성군 화원읍 비슬로 2545 216호,,1666-1029,NO INFO,업데이트 예정,{},35.8033669,128.4949012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,화원읍 에크피,에크피,0.0,5,2,대구 달성군 화원읍 비슬로 2635 1층 106호,,070-8666-6401,"에그타르트, 크로플, 크로플케이크,
소금빵 그리고 각종 음료
배달/포장 전문점 입니다.
에크피와 함께 달콤한 시간 되세요.",업데이트 예정,{},35.8058726,128.5045157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056,화원읍 카페온니담,카페온니담,0.0,265,59,대구 달성군 화원읍 비슬로481길 14 1층 상가 카페온니담,,0507-1394-2177,"실내애견카페
(*중소형견을(10kg까지) 위한 실내형 애견카페로실내를 통해 야외운동장까지 이용 하실 수 있는 구조로 되어있습니다)
#도심속 작은정원 같은 애견카페

* 주소: 대구 달성군 화원읍 비슬로481길 14
운영시간: 11:00~20:30

대형실내야외운동장 / 슬개골탈구방지매트/ 화원옥포IC근처 /설화명곡역 / 주차시설완비/천연잔디/인조잔디/

-10kg 까지 입장가능
-실내전체 미끄럼방지매트 시설완비
-400평규모 야외운동장(천연잔디&인조잔디)
-노키즈존(걸음마전베이비/초4학년이상 보호자 동행하에 입장가능하며 다른강아지에게 과잉행동및 위협적인 행동으로 불편함을 줄시 강제퇴장조치)
-수컷강아지 실내 매너밸트 필수착용
-실내화/야외용슬리퍼 필수 착용
(*카페온니담은 실내형 애견카페로 실내를 통해 야외운동장을 이용하실 수 있는 구조로 되어있습니다. 실내화와 야외용 슬리퍼를 착용해야 하는 번거로움이 있음을 알려드립니다^^)",업데이트 예정,{},35.7964552,128.483008,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058,화원읍 미당떡방앗간,미당떡방앗간,4.5,55,0,대구 달성군 화원읍 비슬로516길 22,,053-641-5805,NO INFO,업데이트 예정,{},35.802509,128.4986538,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071,화원읍 끌리다,끌리다,0.0,4,2,대구 달성군 화원읍 화원로3길 14-3,,,NO INFO,업데이트 예정,{},35.8057977,128.4991441,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,대현동 만난상점,만난상점,4.73,43,21,대구 동구 경대로 82 1층,,070-4157-2612,"매일매일 디져트 종류가 바뀌니 오시기 전에 인스타를 통해 메뉴를 확인해 주세요.
매일 직접 만드는 디져트와 신선한 원두로 내린 커피로 즐거운 하루를 만날 수 있도록 노력하겠습니다.",업데이트 예정,{},35.8878789,128.616451,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,신암5동 88호랑이옛날통닭,88호랑이옛날통닭,0.0,44,1,대구 동구 공항로54길 60 상가동 2층 7호,15:00 - 24:00,0507-1443-2054,88호랑이 옛날통닭 으로 새롭게 시작합니다 (구 본가옛날통닭 아양교점),업데이트 예정,{},35.8921323,128.6387875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1099,혁신동 카페루앤비 대구혁신도시점,카페루앤비 대구혁신도시점,4.5,15,0,대구 동구 과학로2길 20,11:00 - 22:00,010-6780-6579,NO INFO,업데이트 예정,{},35.8790894,128.7183522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,신천3동 티룸오후4시,티룸오후네시,4.44,17,16,대구 동구 국채보상로171길 16,12:00 - 21:00,053-257-1033,NO INFO,업데이트 예정,{},35.86817,128.6226153,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1124,신암4동 트리핀 동대구역점,트리핀 동대구역점,0.0,4,2,대구 동구 동대구로 550 동대구역,,,NO INFO,업데이트 예정,{},35.879667,128.628476,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,신암4동 봄빛담다,봄빛담다,0.0,4,8,"대구 동구 동대구로 577 301동 101호(신암동, 이안센트럴D) 1층",,0507-1404-4578,"선물세트 답례품 전문 명절, 상견례, 결혼, 돌, 칠순, 인사이동 각종 행사 간식 전문",업데이트 예정,{},35.880446,128.6251877,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,신천1동 홈카페24,홈카페24 대구신천점,0.0,1,4,대구 동구 동부로 17 1층 LH농협 좌측(신천LH 1단지 입구),00:00 - 24:00,0507-1393-7599,"대구신천동, 신천LH 1단지 정문입구, NH농협 신천역지점 건물에 위치한 무인카페 입니다. 최신형 커피&음료 머신기로 고급 원두와 재료를 보다 맛있고, 깨끗한 음료 완제품이 기기에서 바로 제공 됩니다.",업데이트 예정,{},35.8743328,128.614726,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,신천1동 에소커피,에쏘커피,4.63,18,0,대구 동구 동부로 4,,053-628-3406,NO INFO,업데이트 예정,{},35.873695,128.613144,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,신천3동 라뽐므,라뽐므,0.0,1,1,대구 동구 동부로26길 5,,,NO INFO,업데이트 예정,{},35.8754903,128.6281953,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153,신천3동 라운지온,라운지온,0.0,6,2,대구 동구 동부로26길 6 대구메리어트호텔 상가 1층,"09:00 - 23:00
22:00 라스트오더",053-753-7878,"대구메리어트호텔내 상가에 위치하고 있는 대형 카페
커피와 각종 음,주류, 디저트를 한꺼번에 즐길수 있는 동대구 최고의 매장",업데이트 예정,{},35.8753862,128.6276397,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,신천3동 레이지모닝 동대구점,레이지모닝 동대구점,4.58,938,553,대구 동구 동부로30길 60-1 레이지모닝,11:00 - 22:00,010-4501-5227,커피랑 맛있는 빵이있는 분위기 깡패 카페입니다.,업데이트 예정,{},35.8716708,128.6286367,0,0,0,0,0,0,0,0,0,0,0,0,0,0
