cafe_id, business_name,cafe_name,cafe_rating,visitor_reviews,blog_reviews,address,business_hours,cafe_phone_no,cafe_info,keyword,latitude,longitude
960,유가읍 마루스테이,마루스테이,4.25,13,20,대구 달성군 유가읍 유가사길 87 마루스테이,"10:00 - 18:00
17:00 라스트오더",010-6402-6657,아담한 계곡과 녹음이 무성한 프레쉬 카페 마루 스테이 8월 8일 마루스테이 카페 리오픈 합니다! 공백 기간이 길었습니다 짙은 녹음을 감상...,{},35.7120583,128.4976523
961,유가읍 마이 리틀 차차,마이리틀차차,0.0,23,8,대구 달성군 유가읍 테크노공원로 51 1층 104호,12:00 - 20:00,010-3126-2216,"안녕하세요 마리차(마이리틀차차)입니다:)
댕댕이들을 위한 소중한 간식을 책임지고있어 최대한 무항생제, 무농약, 유기농 위주로 만들고있어요!
수제케이크는 알러지가 있는 친구들을 위해 기본 고구마 및 단호박 베이스로 만들고 있습니다:)

케이크 예약은 최소 3일전에 연락주셔야 가능합니다!

텍폴은 간식류 3만원이상 구매 시 저녁8시 이후 문고리 해드립니다!

(거리에 따라 추가금액이 발생할수도 있어요.ex 구지, 고령, 현풍)",{},35.6919768,128.457318
962,유가읍 갓샐러드,갓샐러드 테크노폴리스점,4.68,47,16,대구 달성군 유가읍 테크노공원로 51 1층 갓샐러드,11:00 - 20:00,0507-1367-1705,샐러드.토스트.음료를 판매하고있습니다. 맞은편에는 공원이있어서 뷰도좋습니다:),{},35.6919768,128.457318
963,유가읍 할리스 대구현풍테크노점,할리스 현풍테크노점,4.54,481,25,대구 달성군 유가읍 테크노공원로 65 1층,11:00 - 22:00,0507-1385-3342,"다양한 토양과 기후에서 자란 커피 원두는 그 속에 각기 다른 맛과 향의 비밀을 숨기고 있습니다.
생두를 로스팅하여 에스프레소를 만드는 과정은 단순하고 평범해 보이지만, 사실은 로스팅과 추출법 등의 미묘하고 작은 차이가
커피 맛을 변화시킵니다.

원두에 숨겨진 이러한 커피의 비밀을 하나 하나 밝혀가면서 많은 사람들이 커피와 함께 소중한 순간을 즐기도록 해주는 것이
바로 할리스가 추구하는 [커피의 즐거움]입니다.

오늘도 할리스는 전세계의 커피 산지를 연구하고, 원두 본연의 맛을 살리기 위한 수많은 블랜딩을 개발하는 등 다양한
노력을 지속하고 있습니다. 커피가 주는 아름다움을 보다 많은 고객들이 즐길 수 있도록, 매 순간 의미 있는 작은 차이를
만들어가는 할리스가 되겠습니다.","{'커피가 맛있어요': '51', '음료가 맛있어요': '32', '친절해요': '28', '대화하기 좋아요': '25', '좌석이 편해요': '24', '집중하기 좋아요': '21', '매장이 청결해요': '17', '디저트가 맛있어요': '13', '뷰가 좋아요': '11', '주차하기 편해요': '10', '인테리어가 멋져요': '8', '가성비가 좋아요': '6', '화장실이 깨끗해요': '6', '사진이 잘 나와요': '5', '특별한 메뉴가 있어요': '2'}",35.6919756,128.4586135
964,유가읍 심플카페,심플카페,0.0,45,47,대구 달성군 유가읍 테크노공원로 69 1층 108호,00:00 - 24:00,0507-1436-8859,NO INFO,"{'디저트가 맛있어요': '32', '매장이 청결해요': '23', '가성비가 좋아요': '20', '음료가 맛있어요': '15', '친절해요': '13', '커피가 맛있어요': '11', '대화하기 좋아요': '10', '선물하기 좋아요': '7', '특별한 메뉴가 있어요': '7', '인테리어가 멋져요': '6', '사진이 잘 나와요': '6', '뷰가 좋아요': '2', '좌석이 편해요': '1', '주차하기 편해요': '1'}",35.6919794,128.4590258
965,유가읍 매스커피 현풍테크노점,매스커피 현풍테크노점,0.0,199,9,대구 달성군 유가읍 테크노공원로 69 매스커피 현풍테크노점,"09:00 - 21:30
21:00 라스트오더",0507-1358-3169,매스커피 현풍테크노점입니다'-',"{'커피가 맛있어요': '96', '친절해요': '79', '음료가 맛있어요': '59', '가성비가 좋아요': '52', '매장이 청결해요': '47', '디저트가 맛있어요': '19', '인테리어가 멋져요': '17', '좌석이 편해요': '16', '대화하기 좋아요': '16', '뷰가 좋아요': '15', '특별한 메뉴가 있어요': '9', '집중하기 좋아요': '4', '사진이 잘 나와요': '1'}",35.6916894,128.4607292
966,유가읍 몬스터커피 테크노폴리스점,몬스터커피 테크노폴리스점,4.55,240,0,대구 달성군 유가읍 테크노공원로 73 109호,07:00 - 21:00,053-616-6118,안녕하세요. 몬스터커피 테크노폴리스점입니다. 이제는 대구테크노폴리스에서도 몬스터커피를 즐겨보세요. ^^,"{'커피가 맛있어요': '68', '음료가 맛있어요': '39', '친절해요': '29', '가성비가 좋아요': '21', '매장이 청결해요': '14', '좌석이 편해요': '4', '집중하기 좋아요': '3', '화장실이 깨끗해요': '3', '디저트가 맛있어요': '2', '인테리어가 멋져요': '2', '주차하기 편해요': '2', '특별한 메뉴가 있어요': '2', '사진이 잘 나와요': '1', '대화하기 좋아요': '1', '뷰가 좋아요': '1'}",35.6919752,128.4596593
967,유가읍 카페인중독 대구유가점,카페인중독 대구유가점,0.0,165,91,대구 달성군 유가읍 테크노공원로 73 테크노밸리 108호,11:00 - 23:00,0507-1353-0909,카페인중독 대구 유가점입니다. 테크노폴리스 중앙공원맞은편 황금코다리건물 주차장내려가는쪽에 있습니다.,"{'디저트가 맛있어요': '70', '커피가 맛있어요': '30', '친절해요': '26', '음료가 맛있어요': '20', '가성비가 좋아요': '19', '특별한 메뉴가 있어요': '17', '매장이 청결해요': '6', '대화하기 좋아요': '5', '인테리어가 멋져요': '2', '사진이 잘 나와요': '1'}",35.6919752,128.4596593
968,유가읍 공차 대구과학관점,공차 대구과학관점,4.54,595,0,대구 달성군 유가읍 테크노대로6길 20,10:00 - 17:00,053-611-0405,NO INFO,"{'음료가 맛있어요': '146', '차가 맛있어요': '102', '친절해요': '63', '주차하기 편해요': '35', '매장이 청결해요': '29', '디저트가 맛있어요': '17', '가성비가 좋아요': '17', '화장실이 깨끗해요': '15', '특별한 메뉴가 있어요': '14', '인테리어가 멋져요': '8', '대화하기 좋아요': '7', '좌석이 편해요': '6', '사진이 잘 나와요': '5', '뷰가 좋아요': '5', '아이와 가기 좋아요': '1', '집중하기 좋아요': '1'}",35.6888802,128.4637065
969,유가읍 청솔로9,청솔로9현풍점,0.0,184,10,대구 달성군 유가읍 테크노북로 165 화성파크드림정문 상가에 위치,08:00 - 21:00,0507-1429-0718,"부드러운 크레마와 다크초콜렛 맛, 카라멜 맛의 애프터테이스트 다크로스팅의 스모키함을 주는 강렬한 풍미의 커피
딜리버리 특성상 얼음이 녹거나 음료가 식는 등의 문제를 최소화하기 위해 제작된 '파우치'
->단체주문, 답례품, 피크닉으로 제격","{'커피가 맛있어요': '28', '디저트가 맛있어요': '24', '친절해요': '23', '음료가 맛있어요': '18', '가성비가 좋아요': '17', '매장이 청결해요': '11', '특별한 메뉴가 있어요': '7', '주차하기 편해요': '3', '대화하기 좋아요': '3', '사진이 잘 나와요': '2'}",35.697454,128.46103
970,유가읍 투케이커피,2k coffee,4.72,203,21,대구 달성군 유가읍 테크노북로9길 16 우미린 아파트 상가 103호 2kcoffee,"07:30 - 18:30
18:00 라스트오더",0507-1322-6216,NO INFO,"{'커피가 맛있어요': '51', '친절해요': '22', '음료가 맛있어요': '20', '디저트가 맛있어요': '19', '가성비가 좋아요': '13', '매장이 청결해요': '12', '인테리어가 멋져요': '9', '특별한 메뉴가 있어요': '9', '주차하기 편해요': '2', '뷰가 좋아요': '2', '좌석이 편해요': '1', '사진이 잘 나와요': '1', '집중하기 좋아요': '1', '대화하기 좋아요': '1'}",35.6925855,128.4639135
971,유가읍 벌크커피 현풍테크노점,벌크커피 현풍테크노점,4.86,168,18,대구 달성군 유가읍 테크노상업로 108 109호,09:00 - 23:30,0507-1488-7709,NO INFO,"{'커피가 맛있어요': '72', '음료가 맛있어요': '48', '가성비가 좋아요': '42', '친절해요': '39', '디저트가 맛있어요': '21', '매장이 청결해요': '13', '특별한 메뉴가 있어요': '10', '대화하기 좋아요': '7', '인테리어가 멋져요': '6', '좌석이 편해요': '5', '집중하기 좋아요': '5', '주차하기 편해요': '3', '사진이 잘 나와요': '3', '화장실이 깨끗해요': '3'}",35.693214,128.4596876
972,유가읍 논페이지,논페이지,4.81,98,26,대구 달성군 유가읍 테크노상업로 111 상가 106호,"08:00 - 17:50
17:35 라스트오더",0507-1423-0406,"어제의 페이지 너머로, 오늘의 새로운 경험을 그리는 카페 'nonpage'입니다","{'디저트가 맛있어요': '33', '커피가 맛있어요': '27', '친절해요': '26', '음료가 맛있어요': '16', '특별한 메뉴가 있어요': '15', '가성비가 좋아요': '12', '매장이 청결해요': '10', '인테리어가 멋져요': '9', '집중하기 좋아요': '4', '사진이 잘 나와요': '3', '대화하기 좋아요': '2'}",35.694462,128.4608119
973,유가읍 카페봄봄 테크노폴리스점,카페봄봄 테크노폴리스점,4.63,420,0,대구 달성군 유가읍 테크노상업로 112,09:00 - 21:00,0507-1449-3350,NO INFO,"{'커피가 맛있어요': '122', '가성비가 좋아요': '86', '음료가 맛있어요': '70', '친절해요': '52', '디저트가 맛있어요': '14', '매장이 청결해요': '13', '좌석이 편해요': '10', '대화하기 좋아요': '10', '특별한 메뉴가 있어요': '9', '주차하기 편해요': '8', '집중하기 좋아요': '5', '인테리어가 멋져요': '4', '뷰가 좋아요': '4', '사진이 잘 나와요': '3', '화장실이 깨끗해요': '1'}",35.6932187,128.460439
974,유가읍 레이카페앤쿡,레이카페앤쿡,4.59,140,0,대구 달성군 유가읍 테크노상업로 120,,053-614-5749,NO INFO,{},35.6930323,128.4614347
975,유가읍 공차 대구테크노폴리스점,공차 대구테크노폴리스점,0.0,1114,15,"대구 달성군 유가읍 테크노상업로 82 해피타워 1층 105,106호",09:00 - 23:00,0507-1364-6889,NO INFO,"{'음료가 맛있어요': '265', '차가 맛있어요': '175', '매장이 청결해요': '109', '친절해요': '100', '좌석이 편해요': '49', '특별한 메뉴가 있어요': '43', '대화하기 좋아요': '40', '디저트가 맛있어요': '39', '가성비가 좋아요': '29', '집중하기 좋아요': '20', '인테리어가 멋져요': '17', '주차하기 편해요': '15', '화장실이 깨끗해요': '12', '사진이 잘 나와요': '7'}",35.6932377,128.4572809
976,유가읍 디저트39 대구 테크노폴리스점,디저트39 대구 테크노폴리스점,4.34,144,33,대구 달성군 유가읍 테크노상업로 96,11:00 - 22:00,053-615-2379,도쿄롤를 포함한 케이크류는 2개 이상사야 포장박스비 500원이 청구되지 않습니다,"{'디저트가 맛있어요': '29', '음료가 맛있어요': '26', '커피가 맛있어요': '23', '친절해요': '18', '특별한 메뉴가 있어요': '10', '가성비가 좋아요': '7', '대화하기 좋아요': '7', '매장이 청결해요': '5', '좌석이 편해요': '3', '집중하기 좋아요': '3', '인테리어가 멋져요': '1', '사진이 잘 나와요': '1', '뷰가 좋아요': '1'}",35.6932259,128.4582285
977,유가읍 마실커피 테크노폴리스점,마실커피 테크노폴리스점,0.0,104,64,대구 달성군 유가읍 테크노상업로 98 1층 109호 마실커피테크노폴리스점,08:00 - 01:00,0507-1389-4425,안녕하세요 마실커피 테크노폴리스점입니다:),"{'커피가 맛있어요': '57', '음료가 맛있어요': '38', '친절해요': '30', '가성비가 좋아요': '24', '디저트가 맛있어요': '12', '매장이 청결해요': '11', '대화하기 좋아요': '6', '특별한 메뉴가 있어요': '3', '집중하기 좋아요': '3', '인테리어가 멋져요': '2', '주차하기 편해요': '1', '사진이 잘 나와요': '1'}",35.6931635,128.4602132
978,유가읍 아이방방,아이방방,0.0,9,2,대구 달성군 유가읍 테크노상업로 98 비슬타워 901호,,010-5885-5771,"우리 아이들이 즐겁고 안전하게 뛰어놀수있는 실내 놀이터입니다~
5세이상 이용가능합니다 :)
단체예약 문의 환영합니다~ 언제든 연락주세요~",{},35.6931102,128.4601424
979,유가읍 더벤티 대구테크노중앙점,더벤티 대구테크노중앙점,4.51,554,12,대구 달성군 유가읍 테크노상업로4길 12 107호,"08:30 - 01:00
00:30 라스트오더",053-614-7776,*매장 운영 시간 및 휴무일은 매장 별로 상이합니다. *위 메뉴 금액은 Take out 구매 기준입니다.,"{'커피가 맛있어요': '243', '가성비가 좋아요': '160', '음료가 맛있어요': '139', '친절해요': '91', '매장이 청결해요': '35', '디저트가 맛있어요': '33', '특별한 메뉴가 있어요': '25', '대화하기 좋아요': '16', '인테리어가 멋져요': '6', '좌석이 편해요': '4', '뷰가 좋아요': '4', '사진이 잘 나와요': '2', '집중하기 좋아요': '1', '화장실이 깨끗해요': '1'}",35.692775,128.4590303
980,유가읍 우주라이크커피 대구테크노폴리스점,우주라이크커피 테크노폴리스점,0.0,44,8,대구 달성군 유가읍 테크노상업로4길 17-1 1층 112호,"10:00 - 21:00
20:30 라스트오더",053-614-3001,"드디어 테크노폴리스에도 우주라이크커피가 오픈했습니다.

커피 및 음료를 즉석제조해서 캔에 담아 드립니다.

단체주문,단체배달주문 전부 가능합니다. 테이크아웃에 최적화된 캔을 이용하여 보다 편하고 신선하게
음료를 드실수 있습니다.","{'커피가 맛있어요': '26', '친절해요': '17', '음료가 맛있어요': '8', '가성비가 좋아요': '7', '매장이 청결해요': '5', '디저트가 맛있어요': '4', '인테리어가 멋져요': '4', '대화하기 좋아요': '4', '특별한 메뉴가 있어요': '2', '사진이 잘 나와요': '1'}",35.6924187,128.4596965
981,유가읍 컴포즈커피 현풍테크노폴리스점,컴포즈커피 현풍테크노폴리스점,4.45,298,16,대구 달성군 유가읍 테크노상업로4길 7-4 로얄타워 107호,10:00 - 22:00,053-617-8255,대용량 고품질 커피 컴포즈커피 테크노폴리스점(대구현풍)점 입니다^^,"{'커피가 맛있어요': '82', '가성비가 좋아요': '77', '음료가 맛있어요': '58', '친절해요': '29', '디저트가 맛있어요': '28', '매장이 청결해요': '17', '특별한 메뉴가 있어요': '13', '대화하기 좋아요': '8', '인테리어가 멋져요': '5', '좌석이 편해요': '4', '주차하기 편해요': '3', '집중하기 좋아요': '3', '뷰가 좋아요': '3', '사진이 잘 나와요': '2', '선물하기 좋아요': '1', '화장실이 깨끗해요': '1'}",35.6927718,128.4596994
982,유가읍 아라남,아라남,0.0,39,12,대구 달성군 유가읍 테크노순환로10길 94,,010-4469-3538,NO INFO,{},35.6851491,128.4769805
983,유가읍 설롱커피,설롱커피,4.46,83,0,대구 달성군 유가읍 테크노순환로12길 3,08:00 - 20:00,070-8286-5904,NO INFO,"{'디저트가 맛있어요': '41', '커피가 맛있어요': '25', '친절해요': '21', '음료가 맛있어요': '11', '매장이 청결해요': '9', '대화하기 좋아요': '6', '가성비가 좋아요': '5', '특별한 메뉴가 있어요': '5', '인테리어가 멋져요': '4', '뷰가 좋아요': '2', '좌석이 편해요': '1', '사진이 잘 나와요': '1', '집중하기 좋아요': '1'}",35.6938155,128.4687763
984,유가읍 나우커피 대구테크노폴리스점,나우커피 대구테크노폴리스점,0.0,10,3,대구 달성군 유가읍 테크노순환로12길 4 1층 105호 나우커피,,010-2888-4459,"<나우커피 이용방법>

1. 메뉴선택하기(중복가능)
2. 결제하기 버튼 누르기
3. 신용카드결제 버튼 누르기(삼성페이O, 카카오페이X, 대구행복페이X)
4. 오른쪽에 컵투출구에서 컵꺼내기
5. 아이스음료는 맨오른쪽 얼음받기(자동멈춤)
6. 커피종류, 초코종류는 노란색 원위에 컵 올려두기
7. 에이드종류는 맨 왼쪽 불빛따라 컵만 올려두기

*초록깜빡이 따라 이용해주세요*

- 외부음식, 술 등 X
- 1인 1주문 부탁드립니다
- 24시간 운영
- 반려동물 출입X
- 이용 후 셀프 정리 부탁드립니다",{},35.6931785,128.4687716
985,유가읍 하연,하연,4.58,172,44,대구 달성군 유가읍 테크노순환로12길 7,10:00 - 20:00,010-8515-5859,NO INFO,"{'디저트가 맛있어요': '31', '커피가 맛있어요': '27', '음료가 맛있어요': '22', '매장이 청결해요': '20', '친절해요': '14', '가성비가 좋아요': '9', '인테리어가 멋져요': '8', '주차하기 편해요': '8', '대화하기 좋아요': '8', '좌석이 편해요': '6', '뷰가 좋아요': '6', '특별한 메뉴가 있어요': '5', '사진이 잘 나와요': '3', '집중하기 좋아요': '3', '화장실이 깨끗해요': '3'}",35.6938108,128.4691778
986,유가읍 이디야커피 대구현풍케이스마트점,이디야커피 대구현풍케이스마트점,4.4,591,7,대구 달성군 유가읍 테크노순환로4길 8,09:00 - 22:00,053-617-2222,"Always beside you, EDIYA COFFEE
일상 속 모두에게 커피를 통한 휴식과 영감을 제공하는 이디야커피는,
대한민국의 커피 문화를 만들어가는 가장 가까운 안식처입니다.","{'커피가 맛있어요': '64', '주차하기 편해요': '42', '친절해요': '27', '음료가 맛있어요': '26', '가성비가 좋아요': '24', '대화하기 좋아요': '21', '디저트가 맛있어요': '19', '매장이 청결해요': '18', '인테리어가 멋져요': '13', '사진이 잘 나와요': '13', '특별한 메뉴가 있어요': '9', '집중하기 좋아요': '9', '뷰가 좋아요': '8', '좌석이 편해요': '6', '화장실이 깨끗해요': '6'}",35.6757737,128.4541626
987,유가읍 나우커피 대구유가점,나우커피 대구유가점,5.0,103,0,대구 달성군 유가읍 테크노중앙대로 240 한라하우젠트센트럴파크 101호,00:00 - 24:00,0507-1341-6244,"24시간 운영되는 무인카페

심야커피, 초저가 고퀄리티
가성비 최고","{'가성비가 좋아요': '40', '친절해요': '25', '매장이 청결해요': '23', '주차하기 편해요': '17', '커피가 맛있어요': '12', '특별한 메뉴가 있어요': '7', '음료가 맛있어요': '5', '인테리어가 멋져요': '5', '좌석이 편해요': '4', '디저트가 맛있어요': '4', '사진이 잘 나와요': '1', '대화하기 좋아요': '1'}",35.6921328,128.4567455
988,유가읍 호호리,호호리,0.0,150,20,대구 달성군 유가읍 테크노중앙대로 254 119호 호호리(하이젠스타),11:00 - 20:30,053-716-5585,"호호부는 따뜻함과 호호웃는 행복함이 가득한 마을, 여기는 호호리입니다
호떡 / 샌드위치 / 크로플 / 커피/ 더치 / 에이드 / 라떼 / 생과일쥬스","{'디저트가 맛있어요': '85', '친절해요': '71', '매장이 청결해요': '38', '가성비가 좋아요': '28', '특별한 메뉴가 있어요': '28', '커피가 맛있어요': '24', '음료가 맛있어요': '17', '인테리어가 멋져요': '14', '주차하기 편해요': '6', '사진이 잘 나와요': '6', '대화하기 좋아요': '2', '좌석이 편해요': '1', '집중하기 좋아요': '1'}",35.6931017,128.4567712
989,유가읍 읍천리382 대구현풍점,읍천리382 현풍점,4.61,413,90,대구 달성군 유가읍 테크노중앙대로 326-22 1층,10:00 - 21:00,053-616-0382,"할머니가 손주(고객) 손녀(고객)를 생각하면서 음식솜씨를 발휘하던 그때, 그 시절, 그 향수를 느낄 수 있는 시골정서의 마음으로 준비한 카페 입니다.

신선한 재료를 이용한 읍천리382 만의 시그니처 커피(음료) 및 디저트가 다양하게 준비되어있습니다.

모든 음료는hot/ice 캔에 밀봉되어 배송되며 직장이나 가정에서나 언제 어디서든 편하게 드실 수 있도록 제공 되는 읍천리382카페.
★신메뉴 ""와플의 혁명"" Waffle+pizza 와플피자 출시!!!!!!
★신메뉴 팥빙수라떼에는 타피오카 펄이 들어있습니다!
원하지 않으시면 요청사항에 꼭 적어주세요!★

##대구 최초 앙버터 와플
##신선한 재료들로 만든 읍천리샐러드
##신선한재료와 푸짐한 양의 끝판왕 샌드위치

★샌드위치는 호밀빵을 사용하기에 견과류 알러지가 있으신 분들은 조심해주세요!★

#보관은 2-3일 가능하나 가장 신선할때 드시는게 좋습니다 #","{'커피가 맛있어요': '77', '음료가 맛있어요': '74', '디저트가 맛있어요': '68', '친절해요': '58', '인테리어가 멋져요': '32', '매장이 청결해요': '29', '특별한 메뉴가 있어요': '26', '대화하기 좋아요': '26', '가성비가 좋아요': '21', '주차하기 편해요': '19', '좌석이 편해요': '13', '사진이 잘 나와요': '13', '화장실이 깨끗해요': '7', '집중하기 좋아요': '6', '뷰가 좋아요': '3', '차분한 분위기에요': '2', '아늑해요': '2', '음식이 맛있어요': '1', '종류가 다양해요': '1'}",35.6992742,128.4588283
990,유가읍 설렘 테크노점,설렘 테크노점,0.0,9,3,대구 달성군 유가읍 테크노중앙대로 326-42,,,NO INFO,{},35.6991293,128.4585698
991,유가읍 커피다커피,커피다커피,4.65,35,0,대구 달성군 유가읍 테크노중앙대로6길 1-15,11:00 - 22:00,053-611-3516,NO INFO,"{'커피가 맛있어요': '12', '음료가 맛있어요': '7', '디저트가 맛있어요': '6', '친절해요': '4', '가성비가 좋아요': '3', '특별한 메뉴가 있어요': '2', '집중하기 좋아요': '2', '대화하기 좋아요': '2', '뷰가 좋아요': '2', '좌석이 편해요': '1', '주차하기 편해요': '1', '매장이 청결해요': '1', '화장실이 깨끗해요': '1'}",35.6982989,128.4576654
992,유가읍 퍼플리,퍼플리,0.0,33,58,대구 달성군 유가읍 테크노중앙대로6길 12 1층,"08:30 - 22:00
21:30 라스트오더",0507-1483-6466,NO INFO,"{'친절해요': '20', '디저트가 맛있어요': '16', '음료가 맛있어요': '13', '커피가 맛있어요': '11', '인테리어가 멋져요': '11', '매장이 청결해요': '6', '대화하기 좋아요': '6', '사진이 잘 나와요': '5', '특별한 메뉴가 있어요': '4', '좌석이 편해요': '3', '주차하기 편해요': '3', '가성비가 좋아요': '3', '음식이 맛있어요': '1', '집중하기 좋아요': '1'}",35.6975762,128.4575713
993,유가읍 모멘트핸드드립카페,모멘트,0.0,1,3,대구 달성군 유가읍 테크노중앙대로6길 15-11,,053-633-2890,NO INFO,{},35.6982944,128.4587983
994,유가읍 백금당 현풍점,백금당 현풍점,0.0,158,64,대구 달성군 유가읍 테크노중앙대로6길 15-7 1층,12:00 - 22:00,0507-1371-5956,NO INFO,"{'디저트가 맛있어요': '71', '친절해요': '63', '인테리어가 멋져요': '55', '커피가 맛있어요': '54', '매장이 청결해요': '39', '음료가 맛있어요': '38', '특별한 메뉴가 있어요': '31', '대화하기 좋아요': '31', '사진이 잘 나와요': '23', '주차하기 편해요': '11', '집중하기 좋아요': '9', '좌석이 편해요': '7', '가성비가 좋아요': '7', '화장실이 깨끗해요': '6'}",35.6982955,128.4584761
995,유가읍 청하다,청하다,0.0,5,16,대구 달성군 유가읍 테크노중앙대로6길 16-6 103호 청하다,,0507-1330-1022,"청하다는 건강한 단맛을 추구하여 어디에서 보지 못한 직접 개발한 메뉴를 선보입니다.
소량생산을 위주로 신선한 제품을 만듭니다. 
모든 제품은 진공이 잡혀 나가며 오픈 후 4주 이내 섭취바랍니다.
모든 제품은 로슈거, 넌슈거 제품입니다.
바리스타 자격증을 가진 주인장이 스페셜티로 내려드리는 핸드드립과
셀프핸드드립도 가능한 카페입니다.",{},35.6971403,128.4583038
996,유가읍 이디야커피 대구현풍로점,이디야 대구현풍로점,4.67,188,8,대구 달성군 유가읍 현풍로 198,"10:00 - 22:00
21:30 라스트오더",053-611-2189,"Always beside you, EDIYA COFFEE
일상 속 모두에게 커피를 통한 휴식과 영감을 제공하는 이디야커피는,
대한민국의 커피 문화를 만들어가는 가장 가까운 안식처입니다.","{'커피가 맛있어요': '21', '친절해요': '18', '음료가 맛있어요': '13', '가성비가 좋아요': '11', '대화하기 좋아요': '9', '매장이 청결해요': '8', '좌석이 편해요': '6', '디저트가 맛있어요': '2', '인테리어가 멋져요': '2', '주차하기 편해요': '1', '사진이 잘 나와요': '1', '특별한 메뉴가 있어요': '1', '화장실이 깨끗해요': '1', '뷰가 좋아요': '1'}",35.6983398,128.4591983
997,유가읍 유가양과점,유가양과점,4.83,45,11,대구 달성군 유가읍 현풍로47길 5-22,11:00 - 17:00,010-9411-5796,현풍 테크노폴리스 구움과자 휘낭시에/스콘/바스크치즈케이크/테린느,{},35.6996018,128.4623219
998,유가읍 오디너리히어로즈,오디너리히어로즈,0.0,171,148,대구 달성군 유가읍 현풍로47길 5-6 1층,정기휴무 (매주 금요일),010-7777-7378,"티라미수 맛집!
제철과일 티라미수 최고, 봄엔 오렌지, 여름엔 다크체리, 가을엔 복숭아, 겨울엔 딸기
다 먹어본 손님인 제가 자진해서 업체등록할 정도로 대존맛 티라미수 가게입니다 최고b
(사장님 인증번호 받아서 등록합니다!)
반월당 커피왕으로 시작한 오디너리히어로즈가 현풍으로 왔습니다! 여러분 티라미수 먹으러 현풍오세요!","{'친절해요': '110', '디저트가 맛있어요': '108', '커피가 맛있어요': '105', '음료가 맛있어요': '71', '매장이 청결해요': '46', '특별한 메뉴가 있어요': '31', '인테리어가 멋져요': '22', '대화하기 좋아요': '12', '화장실이 깨끗해요': '12', '뷰가 좋아요': '9', '집중하기 좋아요': '7', '주차하기 편해요': '6', '가성비가 좋아요': '5', '사진이 잘 나와요': '4'}",35.6994409,128.4624383
999,유가읍 찻집하다,찻집하다,0.0,4,50,대구 달성군 유가읍 현풍로47길 68,11:00 - 21:00,053-611-5920,"꽃차 허브차 수제청에이드 도자기 핸드메이드
찻집하다
그 해 수확한 햇곶감만 판매합니다
곶감에 감성을 더 하다
곶감하다",{},35.7008562,128.4655673
1000,유가읍 커피&타로,커피&타로,0.0,21,7,대구 달성군 유가읍 현풍로47길 86-2 1층,11:00 - 19:30,0507-1350-6891,저희가게는 커피드시는분들~~타로보시는데3000원받아요~~~카피도마시구 타로도보고 힐링하고 가세요^^🤩😘,"{'친절해요': '7', '커피가 맛있어요': '6', '대화하기 좋아요': '4', '음료가 맛있어요': '3', '주차하기 편해요': '3', '가성비가 좋아요': '3', '매장이 청결해요': '3', '디저트가 맛있어요': '2', '집중하기 좋아요': '1'}",35.7016838,128.4648038
1001,현풍읍 제리민,제리민,0.0,30,29,대구 달성군 현풍읍 비슬로 582 1층,11:00 - 20:00,0507-1391-0008,"페스츄리 전문 베이커리 카페로써 천천히 발전해 나가는 매장입니다.
첫 번째 라인업인 크로넛을 시작으로 두번째 크로와상 세 번째 퀸아망 등 계속해서 발전해 나가는 제리민을 지켜봐주세요 !","{'디저트가 맛있어요': '15', '커피가 맛있어요': '13', '친절해요': '12', '매장이 청결해요': '9', '특별한 메뉴가 있어요': '8', '음료가 맛있어요': '6', '주차하기 편해요': '6', '가성비가 좋아요': '5', '대화하기 좋아요': '4', '인테리어가 멋져요': '3', '사진이 잘 나와요': '2', '화장실이 깨끗해요': '2'}",35.6912565,128.4437436
1002,현풍읍 카페오롯,카페 오롯,0.0,37,7,대구 달성군 현풍읍 비슬로 636 1층 상가,,0507-1413-0405,"카페 오롯
- 대구 광역시 달성군 현풍읍 원교리 108번지
- open11:00~close20:00
- 매주 월요일 휴무
- 넓은 주차장 보유 주차완전가능
- 2층 식사후 영수증 지참시 전메뉴 15%할인","{'커피가 맛있어요': '20', '인테리어가 멋져요': '15', '친절해요': '15', '주차하기 편해요': '12', '디저트가 맛있어요': '7', '음료가 맛있어요': '7', '사진이 잘 나와요': '7', '대화하기 좋아요': '7', '좌석이 편해요': '6', '매장이 청결해요': '5', '가성비가 좋아요': '3', '특별한 메뉴가 있어요': '3', '컨셉이 독특해요': '1', '아이와 가기 좋아요': '1', '룸이 잘 되어있어요': '1', '집중하기 좋아요': '1', '화장실이 깨끗해요': '1'}",35.6936978,128.438552
1003,현풍읍 비슬홍차,비슬홍차,4.53,22,0,대구 달성군 현풍읍 비슬로134길 125 101호,,0507-1339-0570,"안녕하세요 비슬홍차입니다.
매장에서 직접만드는 홍차액기스로 만든 홍차 밀크티로 시작해서
현재는 눈꽃빙수 및 다양한간식을 테이크아웃 배달카페 전문점으로 운영중입니다.
배달의 민족에서 쉽게 만나 뵐수있습니다. 운영시간중 전화 주문 및 문의는 받지 못할수가 있습니다.",{},35.6968497,128.4446055
1004,현풍읍 디저트카페딥앤딥,디저트카페 딥앤딥,0.0,42,13,대구 달성군 현풍읍 비슬로134길 135 2층,,0507-1375-5543,사회적기업 디저트카페 딥앤딥입니다.,"{'디저트가 맛있어요': '27', '커피가 맛있어요': '18', '친절해요': '17', '가성비가 좋아요': '14'}",35.6969772,128.4452605
